Area|Ethnic group|Age group|Birthplace|Year|Value|Flags
"Whakatane District"|"Total people - ethnic group"|"Total people - age group"|"Pacific Islands"|"2018"|138|
"Whakatane District"|"Total people - ethnic group"|"Total people - age group"|"New Zealand"|"2018"|30975|
"Rotorua District"|"Total people - ethnic group"|"Total people - age group"|"Sub-Saharan Africa"|"2018"|846|
"Rotorua District"|"Total people - ethnic group"|"Total people - age group"|"Southern and Central Asia"|"2018"|2007|
"Rotorua District"|"Total people - ethnic group"|"Total people - age group"|"The Americas"|"2018"|546|
"Rotorua District"|"Total people - ethnic group"|"Total people - age group"|"South-East Asia"|"2018"|1560|
"Rotorua District"|"Total people - ethnic group"|"Total people - age group"|"North-East Asia"|"2018"|1353|
"Rotorua District"|"Total people - ethnic group"|"Total people - age group"|"Southern and Eastern Europe"|"2018"|192|
"Rotorua District"|"Total people - ethnic group"|"Total people - age group"|"North Africa and the Middle East"|"2018"|99|
"Rotorua District"|"Total people - ethnic group"|"Total people - age group"|"North-West Europe"|"2018"|3900|
"Rotorua District"|"Total people - ethnic group"|"Total people - age group"|"Australia"|"2018"|1215|
"Rotorua District"|"Total people - ethnic group"|"Total people - age group"|"Pacific Islands"|"2018"|1071|
"Rotorua District"|"Total people - ethnic group"|"Total people - age group"|"New Zealand"|"2018"|58107|
"Tauranga City"|"Total people - ethnic group"|"Total people - age group"|"Sub-Saharan Africa"|"2018"|3207|
"Tauranga City"|"Total people - ethnic group"|"Total people - age group"|"Southern and Central Asia"|"2018"|3297|
"Tauranga City"|"Total people - ethnic group"|"Total people - age group"|"The Americas"|"2018"|2184|
"Tauranga City"|"Total people - ethnic group"|"Total people - age group"|"South-East Asia"|"2018"|1860|
"Tauranga City"|"Total people - ethnic group"|"Total people - age group"|"North-East Asia"|"2018"|2316|
"Tauranga City"|"Total people - ethnic group"|"Total people - age group"|"Southern and Eastern Europe"|"2018"|702|
"Tauranga City"|"Total people - ethnic group"|"Total people - age group"|"North Africa and the Middle East"|"2018"|210|
"Tauranga City"|"Total people - ethnic group"|"Total people - age group"|"North-West Europe"|"2018"|11943|
"Tauranga City"|"Total people - ethnic group"|"Total people - age group"|"Australia"|"2018"|2598|
"Tauranga City"|"Total people - ethnic group"|"Total people - age group"|"Pacific Islands"|"2018"|1302|
"Tauranga City"|"Total people - ethnic group"|"Total people - age group"|"New Zealand"|"2018"|105483|
"Western Bay of Plenty District"|"Total people - ethnic group"|"Total people - age group"|"Sub-Saharan Africa"|"2018"|765|
"Western Bay of Plenty District"|"Total people - ethnic group"|"Total people - age group"|"Southern and Central Asia"|"2018"|1629|
"Western Bay of Plenty District"|"Total people - ethnic group"|"Total people - age group"|"The Americas"|"2018"|546|
"Western Bay of Plenty District"|"Total people - ethnic group"|"Total people - age group"|"South-East Asia"|"2018"|465|
"Western Bay of Plenty District"|"Total people - ethnic group"|"Total people - age group"|"North-East Asia"|"2018"|321|
"Western Bay of Plenty District"|"Total people - ethnic group"|"Total people - age group"|"Southern and Eastern Europe"|"2018"|153|
"Western Bay of Plenty District"|"Total people - ethnic group"|"Total people - age group"|"North Africa and the Middle East"|"2018"|42|
"Western Bay of Plenty District"|"Total people - ethnic group"|"Total people - age group"|"North-West Europe"|"2018"|4368|
"Western Bay of Plenty District"|"Total people - ethnic group"|"Total people - age group"|"Australia"|"2018"|984|
"Western Bay of Plenty District"|"Total people - ethnic group"|"Total people - age group"|"Pacific Islands"|"2018"|585|
"Western Bay of Plenty District"|"Total people - ethnic group"|"Total people - age group"|"New Zealand"|"2018"|40776|
"Taupo District"|"Total people - ethnic group"|"Total people - age group"|"Sub-Saharan Africa"|"2018"|555|
"Taupo District"|"Total people - ethnic group"|"Total people - age group"|"Southern and Central Asia"|"2018"|507|
"Taupo District"|"Total people - ethnic group"|"Total people - age group"|"The Americas"|"2018"|369|
"Taupo District"|"Total people - ethnic group"|"Total people - age group"|"South-East Asia"|"2018"|561|
"Taupo District"|"Total people - ethnic group"|"Total people - age group"|"North-East Asia"|"2018"|258|
"Taupo District"|"Total people - ethnic group"|"Total people - age group"|"Southern and Eastern Europe"|"2018"|138|
"Taupo District"|"Total people - ethnic group"|"Total people - age group"|"North Africa and the Middle East"|"2018"|36|
"Taupo District"|"Total people - ethnic group"|"Total people - age group"|"North-West Europe"|"2018"|2739|
"Taupo District"|"Total people - ethnic group"|"Total people - age group"|"Australia"|"2018"|711|
"Taupo District"|"Total people - ethnic group"|"Total people - age group"|"Pacific Islands"|"2018"|306|
"Taupo District"|"Total people - ethnic group"|"Total people - age group"|"New Zealand"|"2018"|30489|
"Waitomo District"|"Total people - ethnic group"|"Total people - age group"|"Sub-Saharan Africa"|"2018"|96|
"Waitomo District"|"Total people - ethnic group"|"Total people - age group"|"Southern and Central Asia"|"2018"|60|
"Waitomo District"|"Total people - ethnic group"|"Total people - age group"|"The Americas"|"2018"|42|
"Waitomo District"|"Total people - ethnic group"|"Total people - age group"|"South-East Asia"|"2018"|126|
"Waitomo District"|"Total people - ethnic group"|"Total people - age group"|"North-East Asia"|"2018"|30|
"Waitomo District"|"Total people - ethnic group"|"Total people - age group"|"Southern and Eastern Europe"|"2018"|15|
"Waitomo District"|"Total people - ethnic group"|"Total people - age group"|"North Africa and the Middle East"|"2018"|3|
"Waitomo District"|"Total people - ethnic group"|"Total people - age group"|"North-West Europe"|"2018"|300|
"Waitomo District"|"Total people - ethnic group"|"Total people - age group"|"Australia"|"2018"|135|
"Waitomo District"|"Total people - ethnic group"|"Total people - age group"|"Pacific Islands"|"2018"|162|
"Waitomo District"|"Total people - ethnic group"|"Total people - age group"|"New Zealand"|"2018"|8205|
"South Waikato District"|"Total people - ethnic group"|"Total people - age group"|"Sub-Saharan Africa"|"2018"|249|
"South Waikato District"|"Total people - ethnic group"|"Total people - age group"|"Southern and Central Asia"|"2018"|171|
"South Waikato District"|"Total people - ethnic group"|"Total people - age group"|"The Americas"|"2018"|93|
"South Waikato District"|"Total people - ethnic group"|"Total people - age group"|"South-East Asia"|"2018"|384|
"South Waikato District"|"Total people - ethnic group"|"Total people - age group"|"North-East Asia"|"2018"|126|
"South Waikato District"|"Total people - ethnic group"|"Total people - age group"|"Southern and Eastern Europe"|"2018"|48|
"South Waikato District"|"Total people - ethnic group"|"Total people - age group"|"North Africa and the Middle East"|"2018"|27|
"South Waikato District"|"Total people - ethnic group"|"Total people - age group"|"North-West Europe"|"2018"|1191|
"South Waikato District"|"Total people - ethnic group"|"Total people - age group"|"Australia"|"2018"|360|
"South Waikato District"|"Total people - ethnic group"|"Total people - age group"|"Pacific Islands"|"2018"|603|
"South Waikato District"|"Total people - ethnic group"|"Total people - age group"|"New Zealand"|"2018"|20523|
"Otorohanga District"|"Total people - ethnic group"|"Total people - age group"|"Sub-Saharan Africa"|"2018"|132|
"Otorohanga District"|"Total people - ethnic group"|"Total people - age group"|"Southern and Central Asia"|"2018"|105|
"Otorohanga District"|"Total people - ethnic group"|"Total people - age group"|"The Americas"|"2018"|45|
"Otorohanga District"|"Total people - ethnic group"|"Total people - age group"|"South-East Asia"|"2018"|108|
"Otorohanga District"|"Total people - ethnic group"|"Total people - age group"|"North-East Asia"|"2018"|18|
"Otorohanga District"|"Total people - ethnic group"|"Total people - age group"|"Southern and Eastern Europe"|"2018"|24|
"Otorohanga District"|"Total people - ethnic group"|"Total people - age group"|"North Africa and the Middle East"|"2018"|3|
"Otorohanga District"|"Total people - ethnic group"|"Total people - age group"|"North-West Europe"|"2018"|432|
"Otorohanga District"|"Total people - ethnic group"|"Total people - age group"|"Australia"|"2018"|162|
"Otorohanga District"|"Total people - ethnic group"|"Total people - age group"|"Pacific Islands"|"2018"|102|
"Otorohanga District"|"Total people - ethnic group"|"Total people - age group"|"New Zealand"|"2018"|8820|
"Waipa District"|"Total people - ethnic group"|"Total people - age group"|"Sub-Saharan Africa"|"2018"|1308|
"Waipa District"|"Total people - ethnic group"|"Total people - age group"|"Southern and Central Asia"|"2018"|522|
"Waipa District"|"Total people - ethnic group"|"Total people - age group"|"The Americas"|"2018"|519|
"Waipa District"|"Total people - ethnic group"|"Total people - age group"|"South-East Asia"|"2018"|567|
"Waipa District"|"Total people - ethnic group"|"Total people - age group"|"North-East Asia"|"2018"|444|
"Waipa District"|"Total people - ethnic group"|"Total people - age group"|"Southern and Eastern Europe"|"2018"|165|
"Waipa District"|"Total people - ethnic group"|"Total people - age group"|"North Africa and the Middle East"|"2018"|63|
"Waipa District"|"Total people - ethnic group"|"Total people - age group"|"North-West Europe"|"2018"|4956|
"Waipa District"|"Total people - ethnic group"|"Total people - age group"|"Australia"|"2018"|942|
"Waipa District"|"Total people - ethnic group"|"Total people - age group"|"Pacific Islands"|"2018"|345|
"Waipa District"|"Total people - ethnic group"|"Total people - age group"|"New Zealand"|"2018"|42939|
"Hamilton City"|"Total people - ethnic group"|"Total people - age group"|"Sub-Saharan Africa"|"2018"|4443|
"Hamilton City"|"Total people - ethnic group"|"Total people - age group"|"Southern and Central Asia"|"2018"|7752|
"Hamilton City"|"Total people - ethnic group"|"Total people - age group"|"The Americas"|"2018"|1947|
"Hamilton City"|"Total people - ethnic group"|"Total people - age group"|"South-East Asia"|"2018"|4899|
"Hamilton City"|"Total people - ethnic group"|"Total people - age group"|"North-East Asia"|"2018"|7545|
"Hamilton City"|"Total people - ethnic group"|"Total people - age group"|"Southern and Eastern Europe"|"2018"|771|
"Hamilton City"|"Total people - ethnic group"|"Total people - age group"|"North Africa and the Middle East"|"2018"|1035|
"Hamilton City"|"Total people - ethnic group"|"Total people - age group"|"North-West Europe"|"2018"|7530|
"Hamilton City"|"Total people - ethnic group"|"Total people - age group"|"Australia"|"2018"|2316|
"Hamilton City"|"Total people - ethnic group"|"Total people - age group"|"Pacific Islands"|"2018"|5019|
"Hamilton City"|"Total people - ethnic group"|"Total people - age group"|"New Zealand"|"2018"|115764|
"Matamata-Piako District"|"Total people - ethnic group"|"Total people - age group"|"Sub-Saharan Africa"|"2018"|447|
"Matamata-Piako District"|"Total people - ethnic group"|"Total people - age group"|"Southern and Central Asia"|"2018"|453|
"Matamata-Piako District"|"Total people - ethnic group"|"Total people - age group"|"The Americas"|"2018"|282|
"Matamata-Piako District"|"Total people - ethnic group"|"Total people - age group"|"South-East Asia"|"2018"|684|
"Matamata-Piako District"|"Total people - ethnic group"|"Total people - age group"|"North-East Asia"|"2018"|201|
"Matamata-Piako District"|"Total people - ethnic group"|"Total people - age group"|"Southern and Eastern Europe"|"2018"|63|
"Matamata-Piako District"|"Total people - ethnic group"|"Total people - age group"|"North Africa and the Middle East"|"2018"|48|
"Matamata-Piako District"|"Total people - ethnic group"|"Total people - age group"|"North-West Europe"|"2018"|2064|
"Matamata-Piako District"|"Total people - ethnic group"|"Total people - age group"|"Australia"|"2018"|459|
"Matamata-Piako District"|"Total people - ethnic group"|"Total people - age group"|"Pacific Islands"|"2018"|249|
"Matamata-Piako District"|"Total people - ethnic group"|"Total people - age group"|"New Zealand"|"2018"|29106|
"Waikato District"|"Total people - ethnic group"|"Total people - age group"|"Sub-Saharan Africa"|"2018"|1416|
"Waikato District"|"Total people - ethnic group"|"Total people - age group"|"Southern and Central Asia"|"2018"|711|
"Waikato District"|"Total people - ethnic group"|"Total people - age group"|"The Americas"|"2018"|660|
"Waikato District"|"Total people - ethnic group"|"Total people - age group"|"South-East Asia"|"2018"|996|
"Waikato District"|"Total people - ethnic group"|"Total people - age group"|"North-East Asia"|"2018"|717|
"Waikato District"|"Total people - ethnic group"|"Total people - age group"|"Southern and Eastern Europe"|"2018"|216|
"Waikato District"|"Total people - ethnic group"|"Total people - age group"|"North Africa and the Middle East"|"2018"|69|
"Waikato District"|"Total people - ethnic group"|"Total people - age group"|"North-West Europe"|"2018"|4878|
"Waikato District"|"Total people - ethnic group"|"Total people - age group"|"Australia"|"2018"|1278|
"Waikato District"|"Total people - ethnic group"|"Total people - age group"|"Pacific Islands"|"2018"|1047|
"Waikato District"|"Total people - ethnic group"|"Total people - age group"|"New Zealand"|"2018"|62688|
"Hauraki District"|"Total people - ethnic group"|"Total people - age group"|"Sub-Saharan Africa"|"2018"|183|
"Hauraki District"|"Total people - ethnic group"|"Total people - age group"|"Southern and Central Asia"|"2018"|171|
"Hauraki District"|"Total people - ethnic group"|"Total people - age group"|"The Americas"|"2018"|117|
"Hauraki District"|"Total people - ethnic group"|"Total people - age group"|"South-East Asia"|"2018"|213|
"Hauraki District"|"Total people - ethnic group"|"Total people - age group"|"North-East Asia"|"2018"|102|
"Hauraki District"|"Total people - ethnic group"|"Total people - age group"|"Southern and Eastern Europe"|"2018"|51|
"Hauraki District"|"Total people - ethnic group"|"Total people - age group"|"North Africa and the Middle East"|"2018"|21|
"Hauraki District"|"Total people - ethnic group"|"Total people - age group"|"North-West Europe"|"2018"|1326|
"Hauraki District"|"Total people - ethnic group"|"Total people - age group"|"Australia"|"2018"|288|
"Hauraki District"|"Total people - ethnic group"|"Total people - age group"|"Pacific Islands"|"2018"|144|
"Hauraki District"|"Total people - ethnic group"|"Total people - age group"|"New Zealand"|"2018"|17208|
"Thames-Coromandel District"|"Total people - ethnic group"|"Total people - age group"|"Sub-Saharan Africa"|"2018"|339|
"Thames-Coromandel District"|"Total people - ethnic group"|"Total people - age group"|"Southern and Central Asia"|"2018"|255|
"Thames-Coromandel District"|"Total people - ethnic group"|"Total people - age group"|"The Americas"|"2018"|321|
"Thames-Coromandel District"|"Total people - ethnic group"|"Total people - age group"|"South-East Asia"|"2018"|261|
"Thames-Coromandel District"|"Total people - ethnic group"|"Total people - age group"|"North-East Asia"|"2018"|192|
"Thames-Coromandel District"|"Total people - ethnic group"|"Total people - age group"|"Southern and Eastern Europe"|"2018"|108|
"Thames-Coromandel District"|"Total people - ethnic group"|"Total people - age group"|"North Africa and the Middle East"|"2018"|36|
"Thames-Coromandel District"|"Total people - ethnic group"|"Total people - age group"|"North-West Europe"|"2018"|2586|
"Thames-Coromandel District"|"Total people - ethnic group"|"Total people - age group"|"Australia"|"2018"|615|
"Thames-Coromandel District"|"Total people - ethnic group"|"Total people - age group"|"Pacific Islands"|"2018"|189|
"Thames-Coromandel District"|"Total people - ethnic group"|"Total people - age group"|"New Zealand"|"2018"|24522|
"Franklin Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Sub-Saharan Africa"|"2018"|2646|
"Franklin Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Southern and Central Asia"|"2018"|1359|
"Franklin Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"The Americas"|"2018"|618|
"Franklin Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"South-East Asia"|"2018"|948|
"Franklin Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North-East Asia"|"2018"|1275|
"Franklin Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Southern and Eastern Europe"|"2018"|333|
"Franklin Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North Africa and the Middle East"|"2018"|183|
"Franklin Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North-West Europe"|"2018"|6657|
"Franklin Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Australia"|"2018"|1224|
"Franklin Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Pacific Islands"|"2018"|1431|
"Franklin Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"New Zealand"|"2018"|57447|
"Papakura Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Sub-Saharan Africa"|"2018"|1395|
"Papakura Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Southern and Central Asia"|"2018"|4383|
"Papakura Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"The Americas"|"2018"|351|
"Papakura Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"South-East Asia"|"2018"|2028|
"Papakura Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North-East Asia"|"2018"|1887|
"Papakura Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Southern and Eastern Europe"|"2018"|201|
"Papakura Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North Africa and the Middle East"|"2018"|375|
"Papakura Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North-West Europe"|"2018"|2127|
"Papakura Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Australia"|"2018"|639|
"Papakura Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Pacific Islands"|"2018"|3996|
"Papakura Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"New Zealand"|"2018"|39282|
"Manurewa Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Sub-Saharan Africa"|"2018"|1209|
"Manurewa Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Southern and Central Asia"|"2018"|6009|
"Manurewa Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"The Americas"|"2018"|345|
"Manurewa Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"South-East Asia"|"2018"|3525|
"Manurewa Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North-East Asia"|"2018"|2091|
"Manurewa Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Southern and Eastern Europe"|"2018"|210|
"Manurewa Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North Africa and the Middle East"|"2018"|1149|
"Manurewa Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North-West Europe"|"2018"|1986|
"Manurewa Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Australia"|"2018"|810|
"Manurewa Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Pacific Islands"|"2018"|17391|
"Manurewa Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"New Zealand"|"2018"|59208|
"Otara-Papatoetoe Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Sub-Saharan Africa"|"2018"|456|
"Otara-Papatoetoe Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Southern and Central Asia"|"2018"|8952|
"Otara-Papatoetoe Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"The Americas"|"2018"|318|
"Otara-Papatoetoe Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"South-East Asia"|"2018"|3156|
"Otara-Papatoetoe Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North-East Asia"|"2018"|1473|
"Otara-Papatoetoe Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Southern and Eastern Europe"|"2018"|129|
"Otara-Papatoetoe Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North Africa and the Middle East"|"2018"|423|
"Otara-Papatoetoe Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North-West Europe"|"2018"|813|
"Otara-Papatoetoe Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Australia"|"2018"|591|
"Otara-Papatoetoe Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Pacific Islands"|"2018"|22596|
"Otara-Papatoetoe Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"New Zealand"|"2018"|44142|
"Mangere-Otahuhu Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Sub-Saharan Africa"|"2018"|387|
"Mangere-Otahuhu Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Southern and Central Asia"|"2018"|2184|
"Mangere-Otahuhu Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"The Americas"|"2018"|369|
"Mangere-Otahuhu Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"South-East Asia"|"2018"|2169|
"Mangere-Otahuhu Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North-East Asia"|"2018"|852|
"Mangere-Otahuhu Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Southern and Eastern Europe"|"2018"|159|
"Mangere-Otahuhu Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North Africa and the Middle East"|"2018"|219|
"Mangere-Otahuhu Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North-West Europe"|"2018"|963|
"Mangere-Otahuhu Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Australia"|"2018"|684|
"Mangere-Otahuhu Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Pacific Islands"|"2018"|23160|
"Mangere-Otahuhu Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"New Zealand"|"2018"|45444|
"Howick Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Sub-Saharan Africa"|"2018"|9630|
"Howick Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Southern and Central Asia"|"2018"|9084|
"Howick Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"The Americas"|"2018"|1467|
"Howick Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"South-East Asia"|"2018"|9312|
"Howick Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North-East Asia"|"2018"|26205|
"Howick Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Southern and Eastern Europe"|"2018"|1404|
"Howick Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North Africa and the Middle East"|"2018"|1740|
"Howick Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North-West Europe"|"2018"|8508|
"Howick Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Australia"|"2018"|1491|
"Howick Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Pacific Islands"|"2018"|5991|
"Howick Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"New Zealand"|"2018"|64728|
"Maungakiekie-Tamaki Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Sub-Saharan Africa"|"2018"|1173|
"Maungakiekie-Tamaki Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Southern and Central Asia"|"2018"|4893|
"Maungakiekie-Tamaki Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"The Americas"|"2018"|1101|
"Maungakiekie-Tamaki Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"South-East Asia"|"2018"|4890|
"Maungakiekie-Tamaki Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North-East Asia"|"2018"|5259|
"Maungakiekie-Tamaki Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Southern and Eastern Europe"|"2018"|906|
"Maungakiekie-Tamaki Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North Africa and the Middle East"|"2018"|615|
"Maungakiekie-Tamaki Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North-West Europe"|"2018"|3372|
"Maungakiekie-Tamaki Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Australia"|"2018"|939|
"Maungakiekie-Tamaki Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Pacific Islands"|"2018"|8019|
"Maungakiekie-Tamaki Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"New Zealand"|"2018"|43812|
"Orakei Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Sub-Saharan Africa"|"2018"|1989|
"Orakei Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Southern and Central Asia"|"2018"|2826|
"Orakei Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"The Americas"|"2018"|2184|
"Orakei Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"South-East Asia"|"2018"|2814|
"Orakei Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North-East Asia"|"2018"|7983|
"Orakei Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Southern and Eastern Europe"|"2018"|1890|
"Orakei Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North Africa and the Middle East"|"2018"|807|
"Orakei Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North-West Europe"|"2018"|8178|
"Orakei Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Australia"|"2018"|2067|
"Orakei Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Pacific Islands"|"2018"|1218|
"Orakei Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"New Zealand"|"2018"|51480|
"Puketapapa Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Sub-Saharan Africa"|"2018"|987|
"Puketapapa Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Southern and Central Asia"|"2018"|10230|
"Puketapapa Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"The Americas"|"2018"|684|
"Puketapapa Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"South-East Asia"|"2018"|2412|
"Puketapapa Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North-East Asia"|"2018"|7095|
"Puketapapa Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Southern and Eastern Europe"|"2018"|411|
"Puketapapa Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North Africa and the Middle East"|"2018"|897|
"Puketapapa Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North-West Europe"|"2018"|2019|
"Puketapapa Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Australia"|"2018"|585|
"Puketapapa Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Pacific Islands"|"2018"|4983|
"Puketapapa Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"New Zealand"|"2018"|26394|
"Albert-Eden Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Sub-Saharan Africa"|"2018"|1527|
"Albert-Eden Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Southern and Central Asia"|"2018"|8157|
"Albert-Eden Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"The Americas"|"2018"|2052|
"Albert-Eden Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"South-East Asia"|"2018"|3633|
"Albert-Eden Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North-East Asia"|"2018"|11343|
"Albert-Eden Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Southern and Eastern Europe"|"2018"|1182|
"Albert-Eden Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North Africa and the Middle East"|"2018"|939|
"Albert-Eden Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North-West Europe"|"2018"|7071|
"Albert-Eden Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Australia"|"2018"|1752|
"Albert-Eden Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Pacific Islands"|"2018"|2925|
"Albert-Eden Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"New Zealand"|"2018"|56736|
"Whau Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Sub-Saharan Africa"|"2018"|1287|
"Whau Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Southern and Central Asia"|"2018"|10047|
"Whau Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"The Americas"|"2018"|906|
"Whau Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"South-East Asia"|"2018"|3822|
"Whau Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North-East Asia"|"2018"|7827|
"Whau Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Southern and Eastern Europe"|"2018"|693|
"Whau Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North Africa and the Middle East"|"2018"|801|
"Whau Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North-West Europe"|"2018"|3369|
"Whau Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Australia"|"2018"|867|
"Whau Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Pacific Islands"|"2018"|7749|
"Whau Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"New Zealand"|"2018"|40824|
"Waitemata Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Sub-Saharan Africa"|"2018"|1290|
"Waitemata Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Southern and Central Asia"|"2018"|5943|
